计划	계획을 세우다	他为自己制定了学习计划。	그는 스스로 학습 계획을 세웠다.
政策	정책을 세우다
制度	제도를 만들다
目标	목표를 세우다
标准	기준을 정하다
法律	법을 제정하다

@放弃	포기하다	VO	일상	4
机会	기회를 포기하다	他放弃了这次机会。	그는 이번 기회를 포기했다.
希望	희망을 버리다
计划	계획을 접다
权利	권리를 포기하다
学业	학업을 그만두다
治疗	치료를 포기하다

@克服	극복하다	VO	문제해결	4
困难	어려움을 극복하다	他克服了很多困难。	그는 많은 어려움을 극복했다.
缺点	단점을 고치다
恐惧	두려움을 이겨내다
障碍	장애를 극복하다
危机	위기를 극복하다

@节约	절약하다	VO	돈·소비	4
时间	시간을 아끼다	这样做能节约时间。	이렇게 하면 시간을 아낄 수 있다.
用水	물을 아끼다
能源	에너지를 아끼다
成本	원가를 절감하다
粮食	식량을 아끼다

@浪费	낭비하다	VO	돈·소비	4
时间	시간을 낭비하다	别浪费时间了。	시간 낭비하지 마라.
钱	돈을 낭비하다
粮食	음식을 낭비하다
资源	자원을 낭비하다
感情	감정을 낭비하다

@养成	(습관을) 기르다	VO	학습	5
习惯	습관을 기르다	他养成了早起的习惯。	그는 일찍 일어나는 습관을 길렀다.
作风	기풍을 기르다
性格	성격을 형성하다

@控制	통제하다·조절하다	VO	일·업무	5
情绪	감정을 다스리다	他很会控制自己的情绪。	그는 자기 감정을 잘 다스린다.
体重	체중을 조절하다
成本	원가를 통제하다
速度	속도를 조절하다
局面	국면을 장악하다

@增强	증강하다·키우다	VO	건강	5
体质	체질을 강화하다	运动能增强体质。	운동은 체질을 강하게 한다.
信心	자신감을 키우다
意识	의식을 강화하다
免疫力	면역력을 키우다

@降低	낮추다	VO	돈·소비	4
成本	원가를 낮추다	新方法降低了生产成本。	새 방법은 생산 원가를 낮췄다.
价格	가격을 내리다
标准	기준을 낮추다
温度	온도를 낮추다
风险	위험을 낮추다
要求	요구를 낮추다

@扩大	확대하다	VO	발전	5
规模	규모를 키우다	公司准备扩大生产规模。	회사는 생산 규모를 키울 준비를 한다.
影响	영향을 넓히다
范围	범위를 넓히다
就业	고용을 확대하다
差距	격차를 벌리다

@吸引	끌다	VO	사회	4
注意力	주의를 끌다	这个广告吸引了很多人的注意力。	이 광고는 많은 사람의 주의를 끌었다.
顾客	고객을 끌다
投资	투자를 유치하다
人才	인재를 끌어들이다

@提出	제기하다	VO	일·업무	4
问题	문제를 제기하다	他提出了一个好问题。	그는 좋은 질문을 하나 던졌다.
意见	의견을 내다
建议	제안을 하다
要求	요구를 제기하다
申请	신청을 내다
方案	방안을 내놓다

@提供	제공하다	VO	일·업무	4
帮助	도움을 주다	他为我提供了很多帮助。	그는 나에게 많은 도움을 주었다.
服务	서비스를 제공하다
机会	기회를 제공하다
条件	여건을 제공하다
信息	정보를 제공하다
证据	증거를 제시하다

@发表	발표하다	VO	학습	5
意见	의견을 발표하다	他在会上发表了意见。	그는 회의에서 의견을 발표했다.
文章	글을 발표하다
论文	논문을 발표하다
演讲	연설을 하다
声明	성명을 내다

@履行	이행하다	VO	사회	6
义务	의무를 이행하다	双方都要履行合同。	양측 모두 계약을 이행해야 한다.
职责	직책을 다하다
合同	계약을 이행하다
承诺	약속을 지키다

@树立	세우다	VO	학습	5
信心	자신감을 세우다	要给孩子树立信心。	아이에게 자신감을 심어 줘야 한다.
榜样	본보기가 되다
形象	이미지를 세우다
目标	목표를 세우다
观念	관념을 세우다

@端正	바르게 하다	VO	학습	6
态度	태도를 바로잡다	首先要端正学习态度。	먼저 학습 태도를 바로잡아야 한다.
学风	학풍을 바로잡다
思想	생각을 바로잡다

@充满	가득하다	VO	감정	4
信心	자신감이 넘치다	他对未来充满信心。	그는 미래에 자신감이 넘친다.
希望	희망이 가득하다
活力	활력이 넘치다
爱心	사랑이 가득하다

@面临	직면하다	VO	문제해결	5
挑战	도전에 직면하다	我们正面临新的挑战。	우리는 새로운 도전에 직면해 있다.
危机	위기에 직면하다
困难	어려움에 부딪히다
选择	선택에 놓이다
压力	압박에 놓이다

@抓住	붙잡다	VO	성과	4
机会	기회를 잡다	一定要抓住这次机会。	이번 기회를 꼭 잡아야 한다.
重点	요점을 잡다
时机	타이밍을 잡다
要点	핵심을 잡다

@错过	놓치다	VO	일상	4
机会	기회를 놓치다	别错过这么好的机会。	이렇게 좋은 기회를 놓치지 마라.
时间	시간을 놓치다
班车	차를 놓치다
时机	때를 놓치다

@留下	남기다	VO	감정	3
印象	인상을 남기다	他给我留下了很深的印象。	그는 나에게 깊은 인상을 남겼다.
遗憾	아쉬움을 남기다
记忆	기억을 남기다
电话	전화번호를 남기다

@受到	받다	VO	사회	4
影响	영향을 받다	他受到了老师的表扬。	그는 선생님께 칭찬을 받았다.
欢迎	환영을 받다
表扬	칭찬을 받다
教育	교육을 받다
重视	중시를 받다
限制	제한을 받다

@失去	잃다	VO	감정	4
信心	자신감을 잃다	他从来没有失去信心。	그는 한 번도 자신감을 잃은 적이 없다.
机会	기회를 잃다
联系	연락이 끊기다
意义	의미를 잃다
平衡	균형을 잃다
耐心	참을성을 잃다

@产生	생기다·일으키다	VO	감정	4
影响	영향을 미치다	这件事对他产生了很大影响。	이 일은 그에게 큰 영향을 미쳤다.
兴趣	흥미가 생기다
怀疑	의심이 생기다
分歧	이견이 생기다
效果	효과가 나다
感情	정이 들다

@争取	쟁취하다·얻어내다	VO	성과	5
时间	시간을 벌다	我们要争取时间。	우리는 시간을 벌어야 한다.
机会	기회를 얻어내다
支持	지지를 얻어내다
主动	주도권을 잡다
胜利	승리를 쟁취하다

@促进	촉진하다	VO	발전	5
发展	발전을 촉진하다	这项政策促进了经济发展。	이 정책은 경제 발전을 촉진했다.
交流	교류를 촉진하다
合作	협력을 촉진하다
消化	소화를 돕다
理解	이해를 돕다

@避免	피하다	VO	문제해결	4
麻烦	번거로움을 피하다	这样可以避免很多麻烦。	이렇게 하면 많은 번거로움을 피할 수 있다.
冲突	충돌을 피하다
损失	손실을 피하다
重复	중복을 피하다
错误	잘못을 피하다

@适应	적응하다	VO	일상	4
环境	환경에 적응하다	他很快适应了新环境。	그는 새 환경에 빨리 적응했다.
生活	생활에 적응하다
变化	변화에 적응하다
气候	기후에 적응하다
节奏	리듬에 적응하다

@调整	조정하다	VO	일·업무	5
心态	마음가짐을 다잡다	他及时调整了心态。	그는 제때 마음가짐을 다잡았다.
计划	계획을 조정하다
时间	시간을 조정하다
状态	컨디션을 조절하다
结构	구조를 조정하다

@打	치다·하다 (기본 동사)	VO	일상	1
电话	전화를 걸다	我给他打了个电话。	나는 그에게 전화를 걸었다.
篮球	농구를 하다
招呼	인사를 건네다	他跟我打了个招呼。	그는 나에게 인사를 건넸다.
工	아르바이트를 하다
针	주사를 맞다
交道	상대하다·거래하다
折	할인하다
车	택시를 잡다
扫	청소하다

@开	열다·켜다 (기본 동사)	VO	일상	1
会	회의를 열다	我们下午开会。	우리는 오후에 회의를 한다.
玩笑	농담을 하다	别开这种玩笑。	그런 농담은 하지 마라.
车	차를 몰다
药	약을 처방하다
灯	불을 켜다
学	개학하다
门	문을 열다
夜车	밤을 새우다

@做	하다·만들다 (기본 동사)	VO	일상	1
饭	밥을 짓다	妈妈在做饭。	엄마가 밥을 짓고 있다.
生意	장사를 하다
梦	꿈을 꾸다	我昨天做了个奇怪的梦。	나는 어제 이상한 꿈을 꿨다.
决定	결정을 내리다
家务	집안일을 하다
准备	준비를 하다
研究	연구를 하다
客	손님으로 가다

@下	내리다·두다 (기본 동사)	VO	일상	2
决心	결심을 하다	他下决心要戒烟。	그는 담배를 끊기로 결심했다.
结论	결론을 내리다
功夫	공을 들이다	学外语要下功夫。	외국어는 공을 들여야 한다.
命令	명령을 내리다
雨	비가 내리다
班	퇴근하다
棋	바둑을 두다

@出	나다·나가다 (기본 동사)	VO	일상	2
差	출장을 가다	他明天出差。	그는 내일 출장을 간다.
事	일이 나다·사고가 나다
汗	땀이 나다
主意	아이디어를 내다
问题	문제가 생기다
名	유명해지다
门	외출하다

@花	쓰다·들이다	VO	돈·소비	3
时间	시간을 들이다	这件事花了我很多时间。	이 일에 시간이 많이 들었다.
钱	돈을 쓰다
精力	기운을 쏟다
功夫	공을 들이다

@过	보내다·지내다	VO	일상	2
生日	생일을 보내다	今天我们给他过生日。	오늘 우리는 그의 생일을 챙겨 준다.
日子	나날을 보내다
年	설을 쇠다
马路	길을 건너다

@受	받다·당하다	VO	감정	4
影响	영향을 받다	他受父亲的影响很大。	그는 아버지의 영향을 크게 받았다.
欢迎	인기가 있다
批评	꾸중을 듣다
伤	다치다
不了	견딜 수 없다
罪	고생하다

@感到	느끼다	VO	감정	3
高兴	기쁨을 느끼다	听到这个消息我感到很高兴。	이 소식을 듣고 나는 무척 기뻤다.
遗憾	유감스럽다
自豪	자랑스럽다
不安	불안하다
意外	뜻밖이다
满意	만족스럽다

@感情	정·감정	NA	감정	4
深厚	정이 깊다	他们的感情很深厚。	그들의 정은 매우 깊다.
真挚	감정이 진솔하다
复杂	감정이 복잡하다

@印象	인상	NA	감정	4
深刻	인상이 깊다	他给我的印象很深刻。	그가 준 인상은 깊다.
良好	인상이 좋다
模糊	인상이 흐릿하다

@成绩	성적	NA	성과	3
优秀	성적이 우수하다	他的成绩一直很优秀。	그의 성적은 늘 우수했다.
突出	성적이 두드러지다
稳定	성적이 안정적이다

@态度	태도	NA	인간관계	4
端正	태도가 바르다	他的学习态度很端正。	그의 학습 태도는 바르다.
认真	태도가 진지하다
诚恳	태도가 진실하다
恶劣	태도가 나쁘다

@关系	관계	NA	인간관계	3
密切	관계가 긴밀하다	两国关系很密切。	두 나라 관계는 긴밀하다.
紧张	관계가 껄끄럽다
融洽	사이가 원만하다

@竞争	경쟁	NA	사회	4
激烈	경쟁이 치열하다	今年的竞争特别激烈。	올해 경쟁은 특히 치열하다.
公平	경쟁이 공정하다

@意义	의미	NA	사회	4
重大	의미가 크다	这次会议意义重大。	이번 회의는 의미가 크다.
深远	의미가 깊고 멀다
特殊	의미가 특별하다

@影响	영향	NA	사회	3
深远	영향이 깊고 오래가다	这本书对我影响深远。	이 책은 나에게 깊고 오랜 영향을 주었다.
巨大	영향이 크다
消极	영향이 부정적이다

@内容	내용	NA	학습	4
丰富	내용이 풍부하다	这本书内容很丰富。	이 책은 내용이 풍부하다.
充实	내용이 알차다
空洞	내용이 공허하다

@生活	생활	NA	일상	1
幸福	생활이 행복하다	他们的生活很幸福。	그들의 생활은 행복하다.
充实	생활이 알차다
艰苦	생활이 고달프다

@前途	앞날	NA	발전	5
光明	앞날이 밝다	年轻人的前途很光明。	젊은이의 앞날은 밝다.
远大	앞날이 창창하다

@心情	기분	NA	감정	3
愉快	기분이 좋다	今天我的心情特别愉快。	오늘 나는 기분이 특히 좋다.
沉重	마음이 무겁다
复杂	마음이 복잡하다

@精神	기력·정신	NA	건강	4
饱满	기운이 넘치다	他每天都精神饱满。	그는 매일 기운이 넘친다.
紧张	정신이 긴장되다

@质量	품질	NA	일·업무	4
可靠	품질이 믿을 만하다	这个牌子的质量很可靠。	이 브랜드는 품질이 믿을 만하다.
过硬	품질이 뛰어나다
低劣	품질이 형편없다

@目标	목표	NA	일·업무	4
明确	목표가 분명하다	他的目标非常明确。	그의 목표는 매우 분명하다.
远大	목표가 원대하다

@严格	엄격히	AV	일·업무	4
要求	엄격히 요구하다	老师对我们要求很严格。	선생님은 우리에게 매우 엄격하다.
遵守	엄격히 지키다
管理	엄격히 관리하다
执行	엄격히 집행하다

@密切	긴밀히	AV	인간관계	5
关注	예의 주시하다	大家都在密切关注这件事。	모두가 이 일을 예의 주시하고 있다.
配合	긴밀히 협력하다
联系	긴밀히 연락하다

@高度	고도로·크게	AV	일·업무	5
重视	크게 중시하다	学校高度重视安全问题。	학교는 안전 문제를 크게 중시한다.
评价	높이 평가하다
集中	고도로 집중하다

@充分	충분히	AV	일·업무	4
利用	충분히 활용하다	要充分利用课余时间。	여가 시간을 충분히 활용해야 한다.
发挥	충분히 발휘하다
准备	충분히 준비하다
理解	충분히 이해하다

@及时	제때에	AV	일·업무	4
处理	제때 처리하다	问题要及时处理。	문제는 제때 처리해야 한다.
发现	제때 발견하다
调整	제때 조정하다
反馈	제때 피드백하다

@顺利	순조롭게	AV	성과	4
完成	순조롭게 끝내다	他顺利完成了任务。	그는 임무를 순조롭게 끝냈다.
通过	무사히 통과하다
进行	순조롭게 진행되다

@彻底	철저히	AV	문제해결	5
解决	철저히 해결하다	这个问题终于彻底解决了。	이 문제는 마침내 철저히 해결되었다.
改变	완전히 바꾸다
清理	말끔히 정리하다

@广泛	폭넓게	AV	사회	5
使用	널리 쓰이다	这种材料被广泛使用。	이 재료는 널리 쓰인다.
应用	널리 응용되다
关注	폭넓게 관심을 받다

@逐步	차츰차츰	AV	발전	5
提高	차츰 높이다	他的水平在逐步提高。	그의 수준은 차츰 높아지고 있다.
改善	차츰 개선하다
恢复	차츰 회복하다

@不断	끊임없이	AV	발전	4
进步	끊임없이 나아가다	他在不断进步。	그는 끊임없이 발전하고 있다.
努力	끊임없이 노력하다
提高	끊임없이 높이다
增加	끊임없이 늘어나다

@深受	깊이 받다	AV	사회	5
欢迎	큰 인기를 얻다	这部电影深受年轻人欢迎。	이 영화는 젊은이들에게 큰 인기를 얻었다.
影响	깊이 영향을 받다
感动	깊이 감동하다

@认真	진지하게	AV	학습	3
学习	진지하게 공부하다	他学习特别认真。	그는 공부를 특히 진지하게 한다.
考虑	진지하게 고려하다
对待	진지하게 대하다

@仔细	꼼꼼히	AV	학습	3
检查	꼼꼼히 점검하다	请仔细检查一遍。	한 번 꼼꼼히 점검해 주세요.
观察	꼼꼼히 관찰하다
阅读	꼼꼼히 읽다

@积极	적극적으로	AV	일·업무	4
参与	적극 참여하다	他积极参加各种活动。	그는 각종 활동에 적극 참가한다.
配合	적극 협조하다
争取	적극 쟁취하다

@大力	힘껏·대대적으로	AV	사회	5
支持	적극 지원하다	政府大力支持中小企业。	정부는 중소기업을 적극 지원한다.
发展	대대적으로 발전시키다
推广	대대적으로 보급하다

@虚心	겸허하게	AV	인간관계	5
接受	겸허히 받아들이다	他虚心接受了批评。	그는 비판을 겸허히 받아들였다.
学习	겸허히 배우다
请教	겸손하게 가르침을 청하다
